CheckInDate,CheckOutDate,RateAmount,BookingStatus,RoomType,Channel,GuestName,GuestCountry,RepeatGuest
2024-12-07,2024-12-10,624.13,Confirmed,Family,Agoda,,,true
2024-10-04,2024-10-06,249.56,Confirmed,Deluxe,Direct,,,true
2025-06-26,2025-07-04,415.62,Confirmed,Single,Booking.com,,,true
2024-05-09,2024-05-10,72.23,Confirmed,Single,Direct,,,true
2023-05-12,2023-05-16,529.00,Confirmed,Double,Direct,,,true
2025-08-01,2025-08-02,125.18,Cancelled,Suite,Booking.com,,,false
2025-08-17,2025-08-24,474.96,Confirmed,Single,Direct,,,false
2026-01-06,2026-01-07,301.94,Confirmed,Suite,Direct,,,false
2025-11-05,2025-11-07,240.02,Confirmed,Deluxe,Booking.com,,,true
2023-08-28,2023-09-03,486.03,Confirmed,Deluxe,Expedia,,,true
2025-12-13,2025-12-14,98.61,Confirmed,Double,Booking.com,,,false
2024-11-02,2024-11-03,60.24,Confirmed,Single,Agoda,,,true
2024-03-09,2024-03-10,45.66,Confirmed,Double,Booking.com,,,true
2023-09-25,2023-09-29,361.92,Confirmed,Double,Direct,,,true
2025-11-28,2025-12-01,511.35,Confirmed,Family,Booking.com,,,true
2023-03-08,2023-03-10,305.50,Confirmed,Family,Expedia,,,true
2024-01-20,2024-01-24,223.71,Confirmed,Double,Direct,,,true
2024-05-12,2024-05-17,262.34,Confirmed,Single,Expedia,,,true
2025-07-08,2025-07-12,285.63,Confirmed,Double,Direct,,,true
2024-04-11,2024-04-16,2046.30,Confirmed,Suite,Direct,,,true
2025-08-30,2025-09-07,541.42,Confirmed,Single,Direct,,,true
2023-12-13,2023-12-16,211.41,Confirmed,Single,Agoda,,,true
2024-05-29,2024-06-01,7.67,Cancelled,Deluxe,Expedia,,,true
2023-06-09,2023-06-10,63.01,Confirmed,Single,Booking.com,,,true
2023-08-07,2023-08-11,318.60,Confirmed,Single,Direct,,,true
2024-12-02,2024-12-05,81.11,Cancelled,Single,Booking.com,,,true
2023-02-17,2023-02-18,104.66,Confirmed,Deluxe,Direct,,,true
2024-08-19,2024-08-23,229.75,Confirmed,Single,Direct,,,true
2025-10-09,2025-10-13,418.92,Confirmed,Deluxe,Direct,,,true
2025-02-17,2025-02-18,132.29,Confirmed,Family,Booking.com,,,true
2024-06-23,2024-06-28,256.02,Confirmed,Single,Direct,,,false
2023-03-11,2023-03-17,360.50,Confirmed,Single,Expedia,,,true
2024-10-06,2024-10-11,535.41,Confirmed,Family,Booking.com,,,true
2024-07-02,2024-07-05,660.18,Confirmed,Family,Agoda,,,true
2024-08-17,2024-08-21,74.90,Cancelled,Single,Booking.com,,,false
2025-03-29,2025-03-31,179.64,Confirmed,Double,Direct,,,true
2023-12-11,2023-12-12,169.61,Confirmed,Deluxe,Expedia,,,true
2024-08-21,2024-08-25,158.33,Confirmed,Single,Direct,,,true
2023-06-05,2023-06-08,431.15,Confirmed,Deluxe,Booking.com,,,true
2023-04-10,2023-04-12,219.37,Confirmed,Double,Direct,,,true
2023-04-16,2023-04-24,653.62,Confirmed,Double,Booking.com,,,true
2024-06-26,2024-06-28,148.57,Confirmed,Single,Expedia,,,true
2025-06-02,2025-06-04,112.51,Confirmed,Single,Booking.com,,,true
2025-06-05,2025-06-12,475.46,Confirmed,Single,Booking.com,,,true
2025-10-12,2025-10-14,94.75,Confirmed,Single,Booking.com,,,true
2024-10-30,2024-11-09,564.78,Confirmed,Single,Direct,,,true
2024-03-25,2024-04-04,517.41,Confirmed,Single,expedia,,,true
2024-08-13,2024-08-14,100.78,Confirmed,Double,Direct,,,true
2023-06-15,2023-06-18,383.39,Confirmed,Deluxe,Direct,,,true
2024-05-06,2024-05-08,211.09,Confirmed,Deluxe,Expedia,,,true
2025-02-16,2025-02-17,34.34,Cancelled,Family,Direct,,,true
2024-05-23,2024-05-24,12.37,Cancelled,Single,Direct,,,true
2023-09-18,2023-09-22,300.80,Cancelled,Deluxe,Direct,,,true
2024-02-11,2024-02-12,151.23,Confirmed,Family,Expedia,,,false
2024-01-27,2024-01-28,147.06,Confirmed,Family,Direct,,,true
2023-05-12,2023-05-14,315.67,Confirmed,Deluxe,Agoda,,,true
2025-12-13,2025-12-15,246.75,Confirmed,Double,Agoda,,,true
2025-03-19,2025-03-23,346.50,Confirmed,Double,Direct,,,true
2023-12-22,2023-12-28,581.12,Confirmed,Double,Direct,,,true
2024-07-08,2024-07-13,185.12,Cancelled,Deluxe,Expedia,,,true
2025-07-29,2025-08-01,107.55,Cancelled,Deluxe,Direct,,,false
2025-08-22,2025-08-25,594.40,Confirmed,Family,Direct,,,true
2025-08-11,2025-08-14,199.98,Confirmed,Single,Booking.com,,,true
2025-04-25,2025-05-05,1853.25,Confirmed,Family,Expedia,,,true
2024-03-06,2024-03-11,37.14,Confirmed,Single,Direct,,,true
2025-11-11,2025-11-14,155.38,Confirmed,Double,Direct,,,true
2023-07-16,2023-07-20,296.92,Confirmed,Deluxe,Booking.com,,,true
2025-07-29,2025-07-31,195.34,Confirmed,Double,Booking.com,,,true
2024-03-29,2024-04-01,338.73,Confirmed,Double,Direct,,,true
2024-10-07,2024-10-13,158.29,Cancelled,Single,Expedia,,,true
2025-09-20,2025-09-23,358.68,Confirmed,Double,Expedia,,,true
2025-08-17,2025-08-18,7.67,Cancelled,Double,Agoda,,,true
2023-07-07,2023-07-08,77.42,Confirmed,Single,Booking.com,,,true
2023-05-21,2023-05-25,174.35,Confirmed,Single,Booking.com,,,false
2024-08-20,2024-08-21,45.86,Cancelled,Double,Booking.com,,,true
2024-01-15,2024-01-19,248.34,Confirmed,Double,Expedia,,,true
2025-12-03,2025-12-07,210.60,Confirmed,Single,Booking.com,,,true
2024-03-13,2024-03-15,211.66,Confirmed,Deluxe,Agoda,,,true
2023-08-31,2023-09-02,138.13,Confirmed,Double,Direct,,,true
2024-11-10,2024-11-16,609.93,Confirmed,Deluxe,Agoda,,,true
2024-01-27,2024-01-30,200.97,Confirmed,Single,Agoda,,,true
2023-10-05,2023-10-06,31.22,Cancelled,Deluxe,Direct,,,true
2025-05-27,2025-05-31,206.39,Confirmed,Single,Direct,,,true
2023-07-28,2023-07-29,162.71,Confirmed,Deluxe,Booking.com,,,true
2024-01-20,2024-01-23,135.00,Confirmed,Double,Expedia,,,true
2025-11-19,2025-11-23,389.38,Confirmed,Deluxe,Direct,,,true
2025-12-06,2025-12-11,561.55,Confirmed,Double,Direct,,,true
2023-06-24,2023-06-26,7.67,Cancelled,Double,Booking.com,,,true
2023-05-09,2023-05-12,260.09,Confirmed,Double,Booking.com,,,true
2025-07-11,2025-07-14,86.22,Confirmed,Single,Expedia,,,true
2025-12-14,2025-12-18,368.98,Confirmed,Double,Direct,,,true
2023-12-10,2023-12-13,358.59,Confirmed,Double,Booking.com,,,true
2024-06-27,2024-06-30,214.49,Confirmed,Double,Direct,,,true
2025-04-10,2025-04-11,7.67,Cancelled,Deluxe,Direct,,,true
2025-06-08,2025-06-09,88.75,Confirmed,Double,Direct,,,true
2024-06-03,2024-06-08,224.75,Confirmed,Single,Agoda,,,true
2023-03-01,2023-03-11,629.66,Confirmed,Double,Booking.com,,,true
2025-10-18,2025-10-19,85.30,Confirmed,Double,Direct,,,false
2025-12-31,2026-01-01,285.44,Confirmed,Suite,Direct,,,true
2025-08-07,2025-08-11,233.95,Confirmed,Single,Booking.com,,,true
2025-01-09,2025-01-10,58.71,Confirmed,Single,Booking.com,,,true
2023-02-12,2023-02-14,160.05,Confirmed,Double,Direct,,,true
2024-11-26,2024-11-27,65.26,Confirmed,Double,Booking.com,,,true
2025-05-10,2025-05-12,207.78,Confirmed,Double,Direct,,,true
2023-10-20,2023-10-24,546.40,Confirmed,Deluxe,Agoda,,,true
2023-09-12,2023-09-15,265.08,Confirmed,Double,Direct,,,true
2025-09-04,2025-09-05,87.82,Confirmed,Double,Direct,,,true
2024-09-05,2024-09-10,413.25,Confirmed,Double,Booking.com,,,true
2023-08-16,2023-08-22,556.74,Confirmed,Double,Direct,,,true
2025-03-12,2025-03-14,253.56,Confirmed,Family,Booking.com,,,true
2025-11-22,2025-11-26,324.54,Confirmed,Deluxe,Direct,,,true
2024-07-10,2024-07-14,309.28,Confirmed,Single,Agoda,,,true
2025-08-06,2025-08-07,82.49,Confirmed,Double,Booking.com,,,true
2023-11-03,2023-11-06,126.12,Confirmed,Single,Agoda,,,true
2024-06-06,2024-06-16,1127.61,Confirmed,Deluxe,Direct,,,true
2024-01-20,2024-01-24,295.68,Confirmed,Single,Booking.com,,,true
2023-03-19,2023-03-24,355.45,Confirmed,Double,Agoda,,,true
2024-08-28,2024-09-01,432.65,Confirmed,Double,Direct,,,true
2023-02-15,2023-02-19,285.00,Confirmed,Deluxe,Direct,,,false
2025-12-27,2025-12-31,299.36,Confirmed,Double,Direct,,,false
2025-01-30,2025-02-03,370.46,Confirmed,Family,Expedia,,,true
2023-09-01,2023-09-04,201.69,Confirmed,Single,Booking.com,,,true
2024-01-08,2024-01-12,175.68,Confirmed,Single,Agoda,,,true
2023-07-23,2023-07-26,746.87,Confirmed,Suite,Booking.com,,,true
2025-04-09,2025-04-13,623.16,Confirmed,Deluxe,Direct,,,true
2024-02-26,2024-03-02,587.56,Confirmed,Deluxe,Agoda,,,true
2023-11-06,2023-11-11,7.67,Cancelled,Suite,Agoda,,,true
2024-06-19,2024-06-21,260.40,Confirmed,Deluxe,Booking.com,,,true
2025-03-23,2025-03-26,296.14,Confirmed,Deluxe,Direct,,,false
2024-11-02,2024-11-05,478.12,Confirmed,Suite,Agoda,,,true
2024-08-27,2024-08-30,155.09,Confirmed,Single,Direct,,,true
2023-10-18,2023-10-20,379.33,Confirmed,Suite,Direct,,,true
2023-07-21,2023-07-23,251.84,Confirmed,Double,Booking.com,,,true
2024-10-21,2024-10-22,96.13,Confirmed,Double,Booking.com,,,true
2025-10-27,2025-10-30,134.95,Confirmed,Single,Direct,,,true
2023-07-25,2023-07-27,41.09,Cancelled,Single,Booking.com,,,true
2024-05-03,2024-05-05,345.38,Confirmed,Suite,Agoda,,,true
2024-08-31,2024-09-01,85.10,Confirmed,Single,Booking.com,,,true
2025-07-11,2025-07-17,459.76,Confirmed,Double,Direct,,,true
2023-05-28,2023-05-29,85.30,Confirmed,Double,Direct,,,true
2024-08-20,2024-08-21,83.39,Confirmed,Single,Booking.com,,,true
2025-08-22,2025-08-23,54.19,Confirmed,Single,Expedia,,,true
2024-10-05,2024-10-07,147.67,Confirmed,Double,Booking.com,,,true
2024-03-05,2024-03-06,26.92,Cancelled,Deluxe,Expedia,,,true
2024-09-23,2024-09-25,23.82,Cancelled,Single,Booking.com,,,false
2024-08-22,2024-08-24,214.76,Confirmed,Double,Booking.com,,,true
2024-12-27,2025-01-03,333.59,Confirmed,Single,Agoda,,,false
2023-12-22,2023-12-25,196.50,Confirmed,Single,Booking.com,,,true
2025-08-27,2025-08-28,19.16,Cancelled,Single,Agoda,,,true
2025-02-02,2025-02-04,206.02,Confirmed,Deluxe,Agoda,,,true
2025-02-01,2025-02-05,7.67,Cancelled,Single,Expedia,,,true
2024-03-02,2024-03-05,545.40,Confirmed,Family,Agoda,,,true
2024-05-29,2024-06-04,353.86,Confirmed,Single,Direct,,,true
2023-09-23,2023-09-25,183.65,Confirmed,Double,Expedia,,,true
2023-12-12,2023-12-16,529.15,Confirmed,Deluxe,Direct,,,true
2025-06-05,2025-06-07,297.46,Confirmed,Deluxe,Booking.com,,,true
2025-04-26,2025-04-30,705.17,Confirmed,Deluxe,Booking.com,,,true
2024-11-13,2024-11-17,7.67,Cancelled,Family,Agoda,,,true
2025-09-08,2025-09-09,40.04,Confirmed,Single,Direct,,,true
2024-12-23,2024-12-30,416.58,Confirmed,Single,Direct,,,true
2024-01-07,2024-01-19,668.06,Confirmed,Double,Direct,,,true
2023-11-03,2023-11-11,1645.63,Confirmed,Family,Expedia,,,true
2024-02-28,2024-03-04,90.62,Cancelled,Double,Booking.com,,,true
2025-10-18,2025-10-25,350.12,Confirmed,Single,Booking.com,,,true
2025-06-06,2025-06-08,141.51,Confirmed,Single,Direct,,,true
2025-08-04,2025-08-05,255.36,Confirmed,Suite,Booking.com,,,true
2023-01-27,2023-01-29,294.46,Confirmed,Deluxe,Expedia,,,true
2025-07-31,2025-08-04,7.67,Cancelled,Double,Direct,,,true
2023-09-22,2023-09-25,206.98,Confirmed,Double,Direct,,,true
2023-09-02,2023-09-08,7.67,Cancelled,Family,Direct,,,true
2024-06-12,2024-06-17,356.00,Confirmed,Double,Booking.com,,,true
2024-08-31,2024-09-05,371.75,Confirmed,Single,Booking.com,,,true
2025-06-15,2025-06-16,59.29,Confirmed,Single,Direct,,,true
2025-05-17,2025-05-20,327.86,Confirmed,Double,Agoda,,,true
2025-07-26,2025-08-04,1118.34,Confirmed,Double,Direct,,,true
2024-11-05,2024-11-07,163.96,Confirmed,Double,Agoda,,,true
2024-08-10,2024-08-11,191.40,Confirmed,Deluxe,Booking.com,,,true
2025-03-13,2025-03-14,46.10,Cancelled,Family,Agoda,,,true
2024-01-07,2024-01-12,248.04,Confirmed,Single,Direct,,,true
2025-12-09,2025-12-14,342.92,Confirmed,Double,Direct,,,false
2023-05-26,2023-05-29,206.67,Confirmed,Single,Booking.com,,,false
2025-04-07,2025-04-09,7.67,Cancelled,Single,Direct,,,true
2023-04-15,2023-04-20,219.40,Confirmed,Family,Booking.com,,,false
2026-01-06,2026-01-08,143.68,Confirmed,Double,Agoda,,,true
2023-11-11,2023-11-12,57.56,Confirmed,Double,Agoda,,,true
2023-05-03,2023-05-04,148.77,Confirmed,Deluxe,Booking.com,,,false
2026-01-22,2026-01-25,127.50,Confirmed,Double,Expedia,,,true
2024-07-22,2024-07-25,197.23,Confirmed,Single,Expedia,,,false
2025-04-01,2025-04-02,289.11,Confirmed,Suite,Direct,,,true
2025-01-21,2025-01-22,113.99,Confirmed,Deluxe,Direct,,,true
2025-05-28,2025-05-30,249.04,Confirmed,Double,Booking.com,,,true
2024-07-25,2024-07-28,329.16,Confirmed,Double,Booking.com,,,true
2023-07-26,2023-07-27,63.17,Confirmed,Single,Direct,,,true
2025-06-12,2025-06-21,1370.34,Confirmed,Family,Direct,,,true
2023-09-28,2023-09-30,138.22,Confirmed,Single,Direct,,,true
2024-02-03,2024-02-05,388.72,Confirmed,Family,Agoda,,,true
2025-09-06,2025-09-09,463.18,Confirmed,Deluxe,Booking.com,,,true
2023-05-15,2023-05-20,590.80,Confirmed,Family,Booking.com,,,true
2024-08-16,2024-08-17,82.86,Confirmed,Single,Booking.com,,,false
2025-07-28,2025-07-30,216.34,Confirmed,Double,Booking.com,,,true
2024-07-16,2024-07-19,7.67,Cancelled,Suite,Direct,,,true
2025-09-25,2025-09-27,483.48,Confirmed,Suite,Direct,,,true
2023-07-08,2023-07-11,259.35,Confirmed,Single,Agoda,,,true
2023-05-31,2023-06-02,170.92,Confirmed,Double,Agoda,,,true
2025-05-08,2025-05-19,1857.49,Confirmed,Family,Direct,,,true
2024-07-01,2024-07-02,173.52,Confirmed,Family,Booking.com,,,true
2023-12-04,2023-12-05,81.07,Confirmed,Single,Expedia,,,true
2023-05-09,2023-05-11,121.54,Confirmed,Single,Booking.com,,,true
2024-12-30,2025-01-03,278.08,Confirmed,Single,Booking.com,,,true
2025-11-14,2025-11-17,384.06,Confirmed,Deluxe,Direct,,,true
2025-09-03,2025-09-04,99.92,Confirmed,Deluxe,Direct,,,true
2023-03-07,2023-03-12,1342.60,Confirmed,Suite,Direct,,,true
2024-02-16,2024-02-17,7.67,Cancelled,Suite,Direct,,,false
2025-12-28,2025-12-30,127.72,Confirmed,Single,Direct,,,false
2024-05-27,2024-05-29,122.84,Confirmed,Single,Agoda,,,true
2023-03-07,2023-03-15,443.52,Confirmed,Double,Booking.com,,,true
2023-11-15,2023-11-17,151.78,Confirmed,Double,Expedia,,,true
2025-02-10,2025-02-14,593.25,Confirmed,Suite,Direct,,,true
2023-10-12,2023-10-19,645.25,Confirmed,Deluxe,Expedia,,,true
2024-06-27,2024-07-02,118.58,Cancelled,Double,Agoda,,,true
2025-06-11,2025-06-13,250.94,Confirmed,Deluxe,Expedia,,,true
2023-12-24,2023-12-27,177.51,Confirmed,Single,Direct,,,true
2025-12-04,2025-12-10,874.80,Confirmed,Deluxe,Agoda,,,true
2024-03-07,2024-03-17,564.80,Cancelled,Suite,Agoda,,,true
2023-12-17,2023-12-21,454.43,Confirmed,Family,Booking.com,,,true
2024-06-06,2024-06-13,340.34,Confirmed,Single,Agoda,,,false
2025-09-04,2025-09-10,570.00,Confirmed,Family,Direct,,,true
2025-04-03,2025-04-07,1166.36,Confirmed,Suite,Booking.com,,,true
2025-02-02,2025-02-09,315.41,Confirmed,Single,Agoda,,,false
2025-08-07,2025-08-13,430.58,Confirmed,Single,Direct,,,true
2024-11-04,2024-11-07,547.71,Confirmed,Family,Expedia,,,true
2023-07-21,2023-07-23,7.67,Cancelled,Deluxe,Booking.com,,,true
2024-11-11,2024-11-16,288.99,Confirmed,Double,Direct,,,true
2025-10-02,2025-10-03,41.19,Confirmed,Single,Booking.com,,,true
2026-01-11,2026-01-16,244.15,Confirmed,Single,Direct,,,true
2023-03-31,2023-04-02,108.48,Confirmed,Single,Booking.com,,,true
2023-07-16,2023-07-17,62.14,Confirmed,Single,Agoda,,,true
2025-06-23,2025-06-24,40.47,Confirmed,Single,Direct,,,true
2026-02-10,2026-02-14,1045.48,Confirmed,Suite,Expedia,,,true
2023-09-05,2023-09-14,344.56,Confirmed,Single,Direct,,,true
2025-04-02,2025-04-03,104.40,Confirmed,Deluxe,Direct,,,true
2024-09-13,2024-09-14,70.16,Confirmed,Double,Direct,,,true
2024-10-06,2024-10-15,1122.03,Confirmed,Deluxe,Booking.com,,,true
2023-03-23,2023-03-24,54.26,Confirmed,Single,Booking.com,,,true
2025-01-15,2025-01-19,336.35,Confirmed,Deluxe,Direct,,,true
2025-09-19,2025-09-21,190.04,Confirmed,Double,Direct,,,true
2023-05-13,2023-05-17,279.22,Confirmed,Single,Booking.com,,,true
2024-02-05,2024-02-11,322.74,Confirmed,Single,Booking.com,,,true
2024-01-21,2024-01-24,114.21,Confirmed,Single,Direct,,,true
2024-08-30,2024-09-01,637.52,Confirmed,Suite,Booking.com,,,true
2024-08-06,2024-08-07,7.67,Cancelled,Suite,Direct,,,true
2024-11-19,2024-11-24,378.60,Confirmed,Double,Booking.com,,,true
2024-11-14,2024-11-15,46.58,Confirmed,Double,Expedia,,,true
2023-02-19,2023-03-01,213.75,Cancelled,Double,Direct,,,true
2024-11-27,2024-11-30,189.16,Confirmed,Double,Booking.com,,,true
2025-07-13,2025-07-14,423.41,Confirmed,Family,Agoda,,,true
2025-09-12,2025-09-19,1071.67,Confirmed,Family,Booking.com,,,false
2025-07-30,2025-08-04,342.81,Cancelled,Family,Direct,,,true
2023-06-02,2023-06-07,424.31,Confirmed,Double,Expedia,,,true
2025-08-23,2025-08-27,638.17,Confirmed,Double,Booking.com,,,true
2025-07-16,2025-07-19,218.85,Confirmed,Double,Booking.com,,,true
2025-06-19,2025-06-24,295.16,Confirmed,Single,Expedia,,,true
2025-06-29,2025-07-04,517.15,Confirmed,Double,Agoda,,,true
2023-03-03,2023-03-05,591.00,Confirmed,Suite,Booking.com,,,true
2023-12-12,2023-12-15,366.42,Confirmed,Deluxe,Direct,,,true
2024-06-18,2024-06-27,589.10,Confirmed,Double,Booking.com,,,true
2023-11-18,2023-11-21,175.12,Confirmed,Single,Booking.com,,,true
2024-07-03,2024-07-06,255.72,Confirmed,Double,Booking.com,,,true
2024-04-10,2024-04-20,2997.82,Confirmed,Suite,Direct,,,true
2025-07-07,2025-07-09,115.10,Confirmed,Single,Direct,,,true
2023-07-28,2023-07-29,79.90,Confirmed,Single,Expedia,,,true
2023-08-07,2023-08-10,7.67,Cancelled,Single,Expedia,,,true
2025-04-16,2025-04-17,53.30,Confirmed,Single,Agoda,,,true
2024-10-08,2024-10-10,174.48,Confirmed,Double,Booking.com,,,true
2024-11-16,2024-11-18,35.62,Cancelled,Deluxe,Direct,,,true
2023-11-23,2023-11-28,192.04,Confirmed,Single,Direct,,,true
2023-05-20,2023-05-23,222.96,Confirmed,Double,Direct,,,true
2023-03-20,2023-03-23,190.59,Confirmed,Double,Direct,,,true
2023-07-15,2023-07-21,426.73,Cancelled,Suite,Direct,,,true
2025-04-26,2025-04-28,95.19,Cancelled,Family,Expedia,,,true
2025-03-27,2025-03-29,183.24,Confirmed,Deluxe,Agoda,,,true
2023-12-30,2024-01-01,123.08,Confirmed,Single,Direct,,,true
2024-05-31,2024-06-06,700.13,Confirmed,Deluxe,Agoda,,,true
2025-08-11,2025-08-12,7.67,Cancelled,Single,Direct,,,true
2024-06-05,2024-06-07,134.14,Confirmed,Single,Booking.com,,,true
2025-02-17,2025-02-19,107.96,Confirmed,Single,Expedia,,,false
2024-05-24,2024-05-29,439.90,Confirmed,Double,Booking.com,,,true
2025-04-20,2025-04-23,213.84,Confirmed,Double,Direct,,,true
2025-07-04,2025-07-05,111.72,Confirmed,Deluxe,Direct,,,true
2023-10-28,2023-11-03,88.91,Cancelled,Single,Direct,,,true
2023-06-16,2023-06-20,680.54,Confirmed,Deluxe,Agoda,,,true
2024-02-27,2024-03-01,217.29,Confirmed,Double,Booking.com,,,true
2024-12-21,2024-12-26,486.26,Confirmed,Double,Booking.com,,,false
2024-05-09,2024-05-13,7.67,Cancelled,Suite,Expedia,,,true
2025-06-12,2025-06-22,584.56,Confirmed,Double,Booking.com,,,true
2025-02-04,2025-02-05,45.36,Confirmed,Single,Direct,,,true
2024-07-31,2024-08-01,95.89,Confirmed,Double,Agoda,,,true
2026-01-13,2026-01-17,333.87,Confirmed,Deluxe,Booking.com,,,true
2023-10-02,2023-10-03,97.91,Confirmed,Double,Direct,,,true
2023-12-30,2024-01-05,598.73,Confirmed,Double,Direct,,,true
2024-11-02,2024-11-06,345.20,Confirmed,Double,Booking.com,,,true
2023-09-28,2023-09-29,35.00,Confirmed,Single,Expedia,,,true
2025-12-23,2025-12-25,125.50,Confirmed,Single,Booking.com,,,true
2024-07-07,2024-07-12,393.73,Confirmed,Single,Booking.com,,,true
2025-07-23,2025-07-24,142.36,Confirmed,Double,Agoda,,,true
2025-03-06,2025-03-12,279.02,Confirmed,Single,Agoda,,,true
2025-08-13,2025-08-19,292.52,Confirmed,Single,Direct,,,true
2025-10-09,2025-10-13,205.24,Confirmed,Single,Agoda,,,true
2024-01-22,2024-02-01,776.24,Confirmed,Double,Direct,,,true
2024-07-15,2024-07-19,409.00,Confirmed,Double,Direct,,,true
2024-03-10,2024-03-11,232.54,Confirmed,Suite,Booking.com,,,true
2025-12-19,2025-12-21,265.66,Confirmed,Double,Direct,,,true
2025-07-28,2025-08-01,782.52,Confirmed,Deluxe,Agoda,,,true
2023-08-14,2023-08-17,311.90,Confirmed,Double,Booking.com,,,true
2024-05-29,2024-05-31,326.34,Confirmed,Deluxe,Direct,,,true
2026-01-22,2026-01-26,158.61,Confirmed,Single,Direct,,,true
2023-07-17,2023-07-24,1203.30,Confirmed,Deluxe,Booking.com,,,true
2024-10-21,2024-10-28,931.52,Confirmed,Deluxe,Direct,,,true
2024-11-06,2024-11-17,1280.86,Confirmed,Deluxe,Direct,,,true
2023-05-17,2023-05-20,790.08,Confirmed,Suite,Direct,,,true
2025-10-18,2025-10-21,196.68,Confirmed,Single,Direct,,,true
2025-06-28,2025-06-29,73.09,Confirmed,Double,Expedia,,,true
2025-04-13,2025-04-14,99.09,Confirmed,Double,Booking.com,,,false
2024-06-08,2024-06-14,418.26,Confirmed,Single,Booking.com,,,true
2025-10-11,2025-10-19,360.00,Confirmed,Double,Expedia,,,true
2025-12-27,2026-01-06,1061.19,Confirmed,Deluxe,Direct,,,true
2024-05-26,2024-05-29,163.05,Confirmed,Single,Expedia,,,false
2024-02-28,2024-03-03,64.82,Confirmed,Deluxe,Direct,,,false
2025-08-13,2025-08-25,3829.49,Confirmed,Suite,Direct,,,true
2023-09-14,2023-09-16,231.02,Confirmed,Deluxe,Booking.com,,,true
2025-08-05,2025-08-07,866.71,Confirmed,Family,Expedia,,,true
2025-08-28,2025-09-07,659.88,Confirmed,Single,Direct,,,true
2024-09-13,2024-09-15,150.10,Confirmed,Single,Agoda,,,true
2023-12-07,2023-12-14,882.76,Confirmed,Deluxe,Expedia,,,true
2024-09-15,2024-09-21,439.57,Confirmed,Double,Booking.com,,,true
2023-04-14,2023-04-21,400.73,Confirmed,Double,Booking.com,,,true
2024-11-11,2024-11-12,70.02,Confirmed,Double,Direct,,,true
2024-08-05,2024-08-09,654.98,Confirmed,Family,Direct,,,true
2023-10-24,2023-10-26,177.84,Confirmed,Double,Booking.com,,,true
2024-11-09,2024-11-12,166.95,Confirmed,Double,Booking.com,,,true
2025-04-21,2025-04-23,567.92,Confirmed,Suite,Expedia,,,true
2025-04-30,2025-05-07,964.72,Confirmed,Deluxe,Booking.com,,,true
2024-12-23,2024-12-24,253.41,Confirmed,Family,Agoda,,,true
